Sample ID,Site,Date,Time,Type,Type2,Index-notes,d18O,dD,HCO3_mg_L,Cl_mg_L,SO4_mg_L,Si_mg_L,Na_mg_L,Mg_mg_L,Al_mg_L,K_mg_L,Ca_mg_L,Mn_mg_L,Fe_mg_L,ICP-notes
15145,PR Woodland,01/30/2021,4356:00:00,Grab,Stream,MED added artificial times and type assignments,-17.57,-127.37,134.12,3.793,17.6661,5.183,2.97,7.74,0.004,1.05,35.2,0.005,0.02,Replaced any <DL limit values with NA
15146,PR Hailstone,01/30/2021,4380:00:00,Grab,Stream,MED added artificial times and type assignments,-17.45,-126.98,146.31,7.3359,16.3294,5.306,4.53,8.37,0.003,0.98,37.1,0.009,0.048,Replaced any <DL limit values with NA
15253,PR Soapstone,03/06/2021,4404:00:00,Grab,Stream,MED added artificial times and type assignments,-16.62,-123.18,16.56,1.6532,2.682,1.794,1.36,1.316,0.009,0.406,4.01,0.007,0.048,Replaced any <DL limit values with NA
15254,PR Woodland,03/06/2021,4428:00:00,Grab,Stream,MED added artificial times and type assignments,-17.12,-126.93,101.217631229236,4.5834,18.6642,4.289,2.73,6.58,0.004,0.82,30.1,0.005,0.021,Replaced any <DL limit values with NA
15255,PR Hailstone,03/06/2021,4452:00:00,Grab,Stream,MED added artificial times and type assignments,-16.88,-126.92,152.41,9.0915,13.9724,4.852,5.1,8.26,0.004,1.14,37.2,0.014,0.076,Replaced any <DL limit values with NA
15183,PR Soapstone,03/19/2021,4476:00:00,Grab,Stream,MED added artificial times and type assignments,-16.71,-122.94,16.17,1.7768,2.5613,1.762,1.47,1.29,0.014,0.42,3.85,0.0065,0.047,Replaced any <DL limit values with NA
15184,PR Woodland,03/19/2021,4500:00:00,Grab,Stream,MED added artificial times and type assignments,-17.49,-126.5,122.6,7.6396,17.5242,4.302,3.84,6.63,0.004,0.82,31.9,0.011,0.035,Replaced any <DL limit values with NA
15185,PR Hailstone,03/19/2021,4524:00:00,Grab,Stream,MED added artificial times and type assignments,-17.27,-126.08,140.22,11.774,15.5897,4.459,6.09,8.62,0.002,1.27,33.6,0.017,0.138,Replaced any <DL limit values with NA
15199,PR Soapstone,04/03/2021,4548:00:00,Grab,Stream,MED added artificial times and type assignments,-16.83,-123.91,14.8,2.1038,2.8562,1.848,1.52,1.3,0.018,0.447,3.75,0.005,0.05,Replaced any <DL limit values with NA
15200,PR Woodland,04/03/2021,4572:00:00,Grab,Stream,MED added artificial times and type assignments,-17.26,-125.55,85.35,6.9562,13.1173,3.875,3.6,5.57,0.006,0.8,26.1,0.011,0.046,Replaced any <DL limit values with NA
15201,PR Hailstone,04/03/2021,4596:00:00,Grab,Stream,MED added artificial times and type assignments,-17.18,-125.26,121.93,10.3009,14.2406,4.125,5.37,8.03,0.005,0.99,36.3,0.015,0.077,Replaced any <DL limit values with NA
15210,PR Soapstone,04/17/2021,4620:00:00,Grab,Stream,MED added artificial times and type assignments,-16.99,-124.66,14.59,2.9036,3.214,1.804,1.66,1.391,0.034,0.443,4.12,0.003,0.051,Replaced any <DL limit values with NA
15211,PR Woodland,04/17/2021,4644:00:00,Grab,Stream,MED added artificial times and type assignments,-17.22,-125.83,56.1638426966292,6.1405,12.655,2.643,2.47,4.02,0.01,0.67,18.3,0.006,0.042,Replaced any <DL limit values with NA
15212,PR Hailstone,04/17/2021,4668:00:00,Grab,Stream,MED added artificial times and type assignments,-17.12,-124.91,128.264267942584,8.4554,12.2035,3.331,4.88,7.45,0.007,0.8,35.2,0.013,0.085,Replaced any <DL limit values with NA
15227,PR Soapstone,04/30/2021,4692:00:00,Grab,Stream,MED added artificial times and type assignments,-17.5,-127.65,12.95,2.4604,3.2389,1.797,1.65,1.221,0.057,0.458,3.59,0.003,0.058,Replaced any <DL limit values with NA
15228,PR Woodland,04/30/2021,4716:00:00,Grab,Stream,MED added artificial times and type assignments,-17.35,-127.01,48.77,3.8293,7.1497,2.966,2.14,2.89,0.036,0.64,13.7,0.006,0.064,Replaced any <DL limit values with NA
15229,PR Hailstone,04/30/2021,4740:00:00,Grab,Stream,MED added artificial times and type assignments,-17.27,-125.67,63.5530344827586,6.9262,16.2482,3.1,3.45,5.1,0.021,0.75,19.9,0.009,0.082,Replaced any <DL limit values with NA
15231,PR Soapstone,05/10/2021,4764:00:00,Grab,Stream,MED added artificial times and type assignments,-17.77,-129.28,9.77,2.0275,2.11,1.621,1.17,0.876,0.107,0.426,2.67,0.002,0.071,Replaced any <DL limit values with NA
15232,PR Woodland,05/10/2021,4788:00:00,Grab,Stream,MED added artificial times and type assignments,-17.77,-128.8,27.4,3.6259,3.9038,2.322,1.83,1.92,0.074,0.63,8.6,0.004,0.068,Replaced any <DL limit values with NA
15233,PR Hailstone,05/10/2021,4812:00:00,Grab,Stream,MED added artificial times and type assignments,-17.57,-128.08,48.4,4.8798,5.628,2.423,2.4,2.95,0.057,0.59,14.2,0.009,0.093,Replaced any <DL limit values with NA
15235,PR Soapstone,05/14/2021,4836:00:00,Grab,Stream,MED added artificial times and type assignments,-17.9,-130.49,12.19,1.4554,1.2606,1.629,1.16,0.825,0.121,0.412,2.58,0.002,0.079,Replaced any <DL limit values with NA
15236,PR Woodland,05/14/2021,4860:00:00,Grab,Stream,MED added artificial times and type assignments,-17.85,-129.78,30.48,2.5386,3.2312,2.263,1.59,1.817,0.094,0.502,7.71,0.004,0.084,Replaced any <DL limit values with NA
15237,PR Hailstone,05/14/2021,4884:00:00,Grab,Stream,MED added artificial times and type assignments,-17.57,-128.02,60.96,6.2603,5.3094,2.435,3.54,3.15,0.05,0.58,15.9,0.012,0.084,Replaced any <DL limit values with NA
15239,PR Soapstone,05/19/2021,4908:00:00,Grab,Stream,MED added artificial times and type assignments,-17.88,-130.74,10.53,1.4959,1.7689,1.47,1.15,0.77,0.115,0.42,2.59,0.002,0.064,Replaced any <DL limit values with NA
15240,PR Woodland,05/19/2021,4932:00:00,Grab,Stream,MED added artificial times and type assignments,-17.72,-129.9,25.9499330024814,2.5132,2.5954,2.062,1.61,1.52,0.094,0.55,6.9,0.004,0.072,Replaced any <DL limit values with NA
15241,PR Hailstone,05/19/2021,4956:00:00,Grab,Stream,MED added artificial times and type assignments,-17.44,-128.98,54.87,7.6289,4.4477,2.74,4.92,2.9,0.287,0.7,14.1,0.024,0.144,Replaced any <DL limit values with NA
15249,PR Soapstone,05/24/2021,4980:00:00,Grab,Stream,MED added artificial times and type assignments,-17.49,-128.7,12.75,1.6896,2.0272,1.419,1.38,0.95,0.117,0.44,3.06,0.0021,0.063,Replaced any <DL limit values with NA
15250,PR Woodland,05/24/2021,5004:00:00,Grab,Stream,MED added artificial times and type assignments,-17.38,-127.89,33.695633744856,2.4603,3.6466,2.222,1.58,1.96,0.067,0.55,9.17,0.005,0.064,Replaced any <DL limit values with NA
15251,PR Hailstone,05/24/2021,5028:00:00,Grab,Stream,MED added artificial times and type assignments,-17.27,-127.26,52.4595846689896,5.5714,5.1491,2.286,3.2,3.33,0.053,0.58,14,0.009,0.086,Replaced any <DL limit values with NA
15257,PR Soapstone,05/28/2021,5052:00:00,Grab,Stream,MED added artificial times and type assignments,-17.28,-129.2,8.68,2.202,2.0587,1.373,1.22,0.764,0.094,0.37,2.49,0.002,0.064,Replaced any <DL limit values with NA
15258,PR Woodland,05/28/2021,5076:00:00,Grab,Stream,MED added artificial times and type assignments,-17.21,-128.15,31.54,1.2992,1.8496,2.049,1.38,1.61,0.082,0.42,7.83,0.004,0.077,Replaced any <DL limit values with NA
15259,PR Hailstone,05/28/2021,5100:00:00,Grab,Stream,MED added artificial times and type assignments,-17.1,-127.76,54.87,5.2732,4.1757,2.223,3.04,2.95,0.042,0.55,14.7,0.01,0.084,Replaced any <DL limit values with NA
15270,PR Soapstone,06/07/2021,5124:00:00,Grab,Stream,MED added artificial times and type assignments,-17.16,-128.2,9.64,1.2924,1.6934,1.21,1.08,0.738,0.068,0.373,2.31,0.002,0.052,Replaced any <DL limit values with NA
15271,PR Woodland,06/07/2021,5148:00:00,Grab,Stream,MED added artificial times and type assignments,-17.09,-127.94,26,2.1496,4.229,1.944,1.26,1.63,0.051,0.52,8.43,0.006,0.081,Replaced any <DL limit values with NA
15272,PR Hailstone,06/07/2021,5172:00:00,Grab,Stream,MED added artificial times and type assignments,-17.02,-126.62,60.96,3.776,4.4755,1.938,2.66,3.91,0.052,0.54,17.6,0.01,0.093,Replaced any <DL limit values with NA
15277,PR Soapstone,06/14/2021,5196:00:00,Grab,Stream,MED added artificial times and type assignments,-16.44,-124.77,14.16,1.3735,1.6367,1.326,1.17,0.987,0.04,0.427,3.3,0.003,0.041,Replaced any <DL limit values with NA
15278,PR Woodland,06/14/2021,5220:00:00,Grab,Stream,MED added artificial times and type assignments,-16.6,-124.88,73.16,3.1987,9.4477,2.93,1.9,3.63,0.021,0.66,19,0.006,0.079,Replaced any <DL limit values with NA
15279,PR Hailstone,06/14/2021,5244:00:00,Grab,Stream,MED added artificial times and type assignments,-16.43,-124.73,97.54,9.547,7.6718,3.825,5.26,5.538,0.01,0.76,23.4,0.009,0.138,Replaced any <DL limit values with NA
15281,PR Soapstone,06/23/2021,5268:00:00,Grab,Stream,MED added artificial times and type assignments,-15.86,-120.98,15.54,1.14,1.4214,1.175,1.15,1.012,0.03,0.413,3.5,0.004,0.066,Replaced any <DL limit values with NA
15282,PR Woodland,06/23/2021,5292:00:00,Grab,Stream,MED added artificial times and type assignments,-16.33,-124.03,91.45,3.6629,11.8099,2.817,2.66,5.49,0.013,0.77,22.6,0.007,0.101,Replaced any <DL limit values with NA
15283,PR Hailstone,06/23/2021,5316:00:00,Grab,Stream,MED added artificial times and type assignments,-16.31,-123.94,103.64,10.9373,9.1763,4.385,5.62,5.73,0.007,0.86,27.5,0.008,0.124,Replaced any <DL limit values with NA
15285,PR Soapstone,06/30/2021,5340:00:00,Grab,Stream,MED added artificial times and type assignments,-15.6,-120.16,12.84,0.9967,1.4913,1.051,1,0.86,0.033,0.36,2.96,0.0035,0.068,Replaced any <DL limit values with NA
15286,PR Woodland,06/30/2021,5364:00:00,Grab,Stream,MED added artificial times and type assignments,-16.29,-123.82,91.45,3.8355,12.2918,2.994,2.3,4.84,0.012,0.8,24.8,0.006,0.1,Replaced any <DL limit values with NA
15287,PR Hailstone,06/30/2021,5388:00:00,Grab,Stream,MED added artificial times and type assignments,-16.35,-124.03,123.82,12.758,8.3834,4.711,7.02,6.59,0.005,0.92,34,0.011,0.144,Replaced any <DL limit values with NA
15289,PR Soapstone,07/12/2021,5412:00:00,Grab,Stream,MED added artificial times and type assignments,-15.84,-122.28,12.36,1.5919,1.5281,0.8556,1.2,0.88,0.03,0.38,2.93,0.0043,0.06,Replaced any <DL limit values with NA
15290,PR Woodland,07/12/2021,5436:00:00,Grab,Stream,MED added artificial times and type assignments,-16.46,-124.9,93.6,4.5848,13.6528,2.828,2.53,5.25,0.011,0.75,25.7,0.006,0.125,Replaced any <DL limit values with NA
15291,PR Hailstone,07/12/2021,5460:00:00,Grab,Stream,MED added artificial times and type assignments,-16.29,-123.08,121.93,13.0972,9.0088,5.837,7.89,7.42,0.006,1.22,30.5,0.009,0.098,Replaced any <DL limit values with NA
15301,PR Soapstone,07/28/2021,5484:00:00,Grab,Stream,MED added artificial times and type assignments,-15.48,-120.16,12.34,1.7355,1.4529,0.7022,1.28,0.88,0.026,0.376,2.91,0.005,0.067,Replaced any <DL limit values with NA
15302,PR Woodland,07/28/2021,5508:00:00,Grab,Stream,MED added artificial times and type assignments,-16.16,-121.2,86.9,4.4208,12.4059,2.74,2.63,4.79,0.01,0.79,24.3,0.006,0.095,Replaced any <DL limit values with NA
15303,PR Hailstone,07/28/2021,5532:00:00,Grab,Stream,MED added artificial times and type assignments,-16,-120.36,121.93,11.8951,8.8302,5.963,6.86,6.84,0.006,1.31,31.5,0.011,0.169,Replaced any <DL limit values with NA
15305,PR Soapstone,08/11/2021,5556:00:00,Grab,Stream,MED added artificial times and type assignments,-15.45,-118.26,16.94,2.3227,1.7432,0.4052,1.47,1.206,0.014,0.465,4.13,0.008,0.056,Replaced any <DL limit values with NA
15306,PR Woodland,08/11/2021,5580:00:00,Grab,Stream,MED added artificial times and type assignments,-16.37,-121.93,134.12,4.3904,19.1888,3.823,3.92,9.81,0.007,0.89,34.1,0.006,0.08,Replaced any <DL limit values with NA
15307,PR Hailstone,08/11/2021,5604:00:00,Grab,Stream,MED added artificial times and type assignments,-15.96,-120.94,121.93,11.2624,11.6372,5.984,6.14,6.56,0.009,1.08,30.6,0.01,0.135,Replaced any <DL limit values with NA
15322,PR Soapstone,09/03/2021,5628:00:00,Grab,Stream,MED added artificial times and type assignments,-15.42,-114.19,16.33,2.3964,2.1384,0.6907,1.69,1.23,0.024,0.48,3.89,0.0072,0.057,Replaced any <DL limit values with NA
15323,PR Woodland,09/03/2021,5652:00:00,Grab,Stream,MED added artificial times and type assignments,-15.97,-117.5,109.73,4.4637,14.0383,3.107,3.21,6.81,0.009,0.85,26.8,0.006,0.09,Replaced any <DL limit values with NA
15324,PR Hailstone,09/03/2021,5676:00:00,Grab,Stream,MED added artificial times and type assignments,-15.68,-118.19,115.83,10.5614,11.1129,4.632,5.65,6.44,0.004,0.94,30.7,0.013,0.181,Replaced any <DL limit values with NA
15327,PR Soapstone,09/17/2021,5700:00:00,Grab,Stream,MED added artificial times and type assignments,-15.09,-115.2,19.13,2.3077,1.8211,0.7127,1.71,1.38,0.014,0.49,4.37,0.0107,0.058,Replaced any <DL limit values with NA
15328,PR Woodland,09/17/2021,5724:00:00,Grab,Stream,MED added artificial times and type assignments,-16.26,-123.8,134.12,4.1716,18.5771,3.853,2.97,7.48,0.005,0.96,35.1,0.005,0.073,Replaced any <DL limit values with NA
15329,PR Hailstone,09/17/2021,5748:00:00,Grab,Stream,MED added artificial times and type assignments,-16.06,-122.6,128.02,12.129,13.0753,5.579,6.82,8.08,0.003,1.13,35.3,0.013,0.147,Replaced any <DL limit values with NA
15340,PR Soapstone,10/01/2021,5772:00:00,Grab,Stream,MED added artificial times and type assignments,-15.5,-118.1,18.29,2.3859,1.7798,0.8395,1.52,1.359,0.011,0.438,4.37,0.012,0.063,Replaced any <DL limit values with NA
15341,PR Woodland,10/01/2021,5796:00:00,Grab,Stream,MED added artificial times and type assignments,-16.44,-124.6,123.87,4.4392,19.8285,4.02,3.04,7.72,0.003,0.94,35.8,0.005,0.059,Replaced any <DL limit values with NA
15342,PR Hailstone,10/01/2021,5820:00:00,Grab,Stream,MED added artificial times and type assignments,-16.19,-123.3,140.22,11.4318,14.8695,5.553,6.3,8,0.003,1.25,35.9,0.012,0.148,Replaced any <DL limit values with NA
15371,PR Soapstone,10/22/2021,5844:00:00,Grab,Stream,MED added artificial times and type assignments,-15.23,-114.7,12.7,2.9448,2.1295,1.4,1.67,1.12,0.037,0.4,3.31,0.0041,0.052,Replaced any <DL limit values with NA
15372,PR Woodland,10/22/2021,5868:00:00,Grab,Stream,MED added artificial times and type assignments,-15.74,-117.2,66.6,4.8092,9.1344,2.872,2.85,4.54,0.015,0.66,19,0.007,0.066,Replaced any <DL limit values with NA
15373,PR Hailstone,10/22/2021,5892:00:00,Grab,Stream,MED added artificial times and type assignments,-15.46,-118.5,103.64,9.8158,10.3643,3.973,5.39,6.27,0.007,1,28.2,0.014,0.126,Replaced any <DL limit values with NA
15382,PR Soapstone,11/05/2021,5916:00:00,Grab,Stream,MED added artificial times and type assignments,-15.19,-115.3,13.52,3.8223,2.2037,1.492,2.04,1.22,0.044,0.41,3.63,0.0032,0.043,Replaced any <DL limit values with NA
15383,PR Woodland,11/05/2021,5940:00:00,Grab,Stream,MED added artificial times and type assignments,-15.61,-117.8,56.6,4.6167,7.5313,2.757,2.46,3.5,0.024,0.62,17.3,0.007,0.061,Replaced any <DL limit values with NA
15384,PR Hailstone,11/05/2021,5964:00:00,Grab,Stream,MED added artificial times and type assignments,-15.77,-118.8,91.45,7.252,8.4963,3.074,3.81,5.346,0.01,0.68,21.7,0.01,0.082,Replaced any <DL limit values with NA
15397,PR Soapstone,12/03/2021,5988:00:00,Grab,Stream,MED added artificial times and type assignments,-15.81,-119.4,11.0608689475341,2.8618,2.1217,1.608,1.3315279,0.94312356,0.02242486,0.34132218,3.3474095,NA,NA,Replaced any <DL limit values with NA
15398,PR Woodland,12/03/2021,6012:00:00,Grab,Stream,MED added artificial times and type assignments,-16.52,-123.5,91.4,4.4781,12.1746,3.186,2.96045748,5.64746402,0.0129003,0.62228171,23.4906663,NA,NA,Replaced any <DL limit values with NA
15399,PR Hailstone,12/03/2021,6036:00:00,Grab,Stream,MED added artificial times and type assignments,-16.59,-123.7,96.0658571428572,7.4251,11.2028,3.81,4.00279913,6.20751818,0.00290898,0.71431646,26.4981194,NA,NA,Replaced any <DL limit values with NA
15419,PR Soapstone,01/20/2022,6060:00:00,Grab,Stream,MED added artificial times and type assignments,-16.27,-122,15.7537862392399,2.5683,2.2439,1.782,1.45887514,1.19135261,0.0193985,0.36375377,4.23777822,NA,NA,Replaced any <DL limit values with NA
15420,PR Woodland,01/20/2022,6084:00:00,Grab,Stream,MED added artificial times and type assignments,-16.81,-125.6,91.4,5.0175,14.4375,3.68,3.17780802,5.95332842,0.00801672,0.67590768,25.0953438,NA,NA,Replaced any <DL limit values with NA
15421,PR Hailstone,01/20/2022,6108:00:00,Grab,Stream,MED added artificial times and type assignments,-16.53,-123.9,69.807341307815,7.82,11.2198,3.224,3.39380238,4.92174143,0.00304375,0.63384917,20.7913479,NA,NA,Replaced any <DL limit values with NA
15430,PR Soapstone,02/03/2022,6132:00:00,Grab,Stream,MED added artificial times and type assignments,-15.34,-119.9,18.3,2.7122,2.0976,1.897,1.52296526,1.25418054,0.0199777,0.38956612,4.24138776,NA,NA,Replaced any <DL limit values with NA
15431,PR Woodland,02/03/2022,6156:00:00,Grab,Stream,MED added artificial times and type assignments,-16.74,-125.7,92.2884814814815,4.9086,15.4122,3.936,3.17865069,6.1694443,0.00962958,0.68582503,26.392815,NA,NA,Replaced any <DL limit values with NA
15432,PR Hailstone,02/03/2022,6180:00:00,Grab,Stream,MED added artificial times and type assignments,-16.9,-127.3,103.365766554433,9.8136,14.2694,5.635,5.26813385,6.7741221,0.00243879,1.00248521,29.3614303,NA,NA,Replaced any <DL limit values with NA
15465,PR Soapstone,02/17/2022,6204:00:00,Grab,Stream,MED added artificial times and type assignments,-15.57,-121,18.2404186046512,2.5634,0.2027,1.84,1.48411465,1.21271054,0.01896833,0.32284586,4.16929154,0.00329,0.04244,Replaced any <DL limit values with NA
15466,PR Woodland,02/17/2022,6228:00:00,Grab,Stream,MED added artificial times and type assignments,-16.95,-126.9,94.935093495935,5.0711,15.6328,3.866,3.29270847,6.26588572,0.00708343,0.70741354,27.1980801,0.00506,0.04993,Replaced any <DL limit values with NA
15467,PR Hailstone,02/17/2022,6252:00:00,Grab,Stream,MED added artificial times and type assignments,-16.24,-124.8,121.9,9.3571,13.4816,4.573,4.79147689,7.14731542,NA,0.86051518,29.6545467,0.00549,0.05039,Replaced any <DL limit values with NA
15474,PR Soapstone,03/03/2022,6276:00:00,Grab,Stream,MED added artificial times and type assignments,-16.36,-123.2,13.3754573663337,2.696,2.2197,1.805,1.55545234,1.12113173,0.02292107,0.38076049,3.55612462,0.00362,0.04879,Replaced any <DL limit values with NA
15475,PR Woodland,03/03/2022,6300:00:00,Grab,Stream,MED added artificial times and type assignments,-16.93,-126.7,86.4941234567901,5.4166,13.0274,3.656,3.4510856,5.67654792,0.00737718,0.66389508,24.34071,0.00509,0.05975,Replaced any <DL limit values with NA
15476,PR Hailstone,03/03/2022,6324:00:00,Grab,Stream,MED added artificial times and type assignments,-16.95,-126.9,115.8,9.0263,12.8662,4.373,4.7463134,6.90678887,0.00206445,0.90457534,28.9487203,0.00409,0.08171,Replaced any <DL limit values with NA
15484,PR Soapstone,03/18/2022,6348:00:00,Grab,Stream,MED added artificial times and type assignments,-16.34,-122.9,17.0033695270223,2.9604,2.2921,1.859,1.79748328,1.3294687,0.02579292,0.40236897,4.34426977,0.00359,0.0806,Replaced any <DL limit values with NA
15485,PR Woodland,03/18/2022,6372:00:00,Grab,Stream,MED added artificial times and type assignments,-17.06,-126.8,103.6,8.0632,15.9065,3.606,4.45061442,6.34256845,0.00868417,0.69641393,27.3964961,0.00254,0.07069,Replaced any <DL limit values with NA
15486,PR Hailstone,03/18/2022,6396:00:00,Grab,Stream,MED added artificial times and type assignments,-16.94,-126.6,97.5,13.6191,11.8561,5.004,6.46106344,5.91835243,0.00473648,1.01804998,25.6886621,0.00307,0.08295,Replaced any <DL limit values with NA
15514,PR Soapstone,04/01/2022,6420:00:00,Grab,Stream,MED added artificial times and type assignments,-16.46,-124.1,15.4779120879121,4.2708,2.3628,1.868,2.14295292,1.31058339,0.06394175,0.41983597,4.37553796,0.0031,0.09327,Replaced any <DL limit values with NA
15515,PR Woodland,04/01/2022,6444:00:00,Grab,Stream,MED added artificial times and type assignments,-16.65,-125,67.9233216374269,11.5072,8.9175,3.065,5.78659575,4.59139747,0.02717969,0.64300413,19.7092436,0.00424,0.09136,Replaced any <DL limit values with NA
15516,PR Hailstone,04/01/2022,6468:00:00,Grab,Stream,MED added artificial times and type assignments,-16.64,-125.1,73.2,14.524,8.3966,4.101,6.63190281,4.49091389,0.01461426,0.9110456,19.6551418,0.00408,0.09548,Replaced any <DL limit values with NA
15523,PR Soapstone,04/15/2022,6492:00:00,Grab,Stream,MED added artificial times and type assignments,-16.45,-123.3,14.6220034305317,3.0922,2.0989,1.739,1.70808152,1.11289741,0.06539335,0.38042033,4.01731263,0.00476,0.06561,Replaced any <DL limit values with NA
15524,PR Woodland,04/15/2022,6516:00:00,Grab,Stream,MED added artificial times and type assignments,-16.77,-125,61,7.2724,6.7054,2.737,3.94182314,3.46132987,0.03043301,0.54804195,16.0825987,0.01824,0.19589,Replaced any <DL limit values with NA
15525,PR Hailstone,04/15/2022,6540:00:00,Grab,Stream,MED added artificial times and type assignments,-16.94,-125.5,73.2,11.3409,7.3465,3.473,5.26470527,4.08268401,0.0188517,0.7391709,18.5859971,0.00881,0.108,Replaced any <DL limit values with NA
15527,PR Soapstone,04/28/2022,6564:00:00,Grab,Stream,MED added artificial times and type assignments,-16.91,-125.9,13.4264977656179,3.0684,2.5935,1.677,1.70690826,1.12614923,0.07878952,0.40972144,3.77676737,0.00425,0.05529,Replaced any <DL limit values with NA
15528,PR Woodland,04/28/2022,6588:00:00,Grab,Stream,MED added artificial times and type assignments,-17.13,-126.3,44.561243902439,5.318,4.8311,2.761,2.89581078,2.55681079,0.04739753,0.54319987,12.7503216,0.00421,0.0433,Replaced any <DL limit values with NA
15529,PR Hailstone,04/28/2022,6612:00:00,Grab,Stream,MED added artificial times and type assignments,-17.03,-126,54.9,8.2453,5.2306,3.346,4.11557369,3.0485188,0.0262127,0.69991908,14.5173919,0.00639,0.04974,Replaced any <DL limit values with NA
15538,PR Soapstone,05/03/2022,6636:00:00,Grab,Stream,MED added artificial times and type assignments,-16.97,-127.6,15.0565252525253,2.6876,2.0886,1.701,1.42434189,1.08835506,0.10857918,0.40209081,4.1881359,0.0072,0.06519,Replaced any <DL limit values with NA
15539,PR Woodland,05/03/2022,6660:00:00,Grab,Stream,MED added artificial times and type assignments,-17.24,-126.5,42.0294149659864,4.3508,3.6247,2.633,2.47957857,2.3262395,0.05898028,0.55191335,11.5927944,0.00807,0.09561,Replaced any <DL limit values with NA
15540,PR Hailstone,05/03/2022,6684:00:00,Grab,Stream,MED added artificial times and type assignments,-17.01,-125.8,45.5473928571429,6.3354,4.1845,3.132,3.27521527,2.65724232,0.04179412,0.66803453,12.7930518,0.00751,0.05676,Replaced any <DL limit values with NA
15555,PR Soapstone,05/06/2022,6708:00:00,Grab,Stream,MED added artificial times and type assignments,-17.32,-127.8,14.0878858858859,2.4343,2.3478,1.698,1.32555074,1.03578859,0.10592941,0.40528626,3.9963798,0.00549,0.03394,Replaced any <DL limit values with NA
15556,PR Woodland,05/06/2022,6732:00:00,Grab,Stream,MED added artificial times and type assignments,-16.97,-127.2,42.7,3.8974,3.5166,2.401,2.25903507,2.17609022,0.06470733,0.47670926,10.8381166,0.00526,0.02555,Replaced any <DL limit values with NA
15557,PR Hailstone,05/06/2022,6756:00:00,Grab,Stream,MED added artificial times and type assignments,-17.09,-127.1,48.8,8.107,3.6955,2.882,3.86832381,2.63041439,0.04073366,0.60216009,12.9189281,0.00561,0.0263,Replaced any <DL limit values with NA
15565,PR Soapstone,05/12/2022,6780:00:00,Grab,Stream,MED added artificial times and type assignments,-17.36,-128.4,16.0546592797784,2.4375,1.6037,1.604,1.21735418,1.00363576,0.12063523,0.35016822,4.47272383,0.00642,0.03053,Replaced any <DL limit values with NA
15566,PR Woodland,05/12/2022,6804:00:00,Grab,Stream,MED added artificial times and type assignments,-16.94,-126.8,42.7,5.8846,2.6787,2.289,3.28071137,2.21508892,0.08383038,0.43971736,10.9010979,0.00825,0.03931,Replaced any <DL limit values with NA
15567,PR Hailstone,05/12/2022,6828:00:00,Grab,Stream,MED added artificial times and type assignments,-17,-126.7,40.1495756929638,12.9155,3.6787,2.946,4.90191527,2.65143896,0.04898878,0.57948853,13.1238835,0.00823,0.05565,Replaced any <DL limit values with NA
15604,PR Soapstone,05/16/2022,6852:00:00,Grab,Stream,MED added artificial times and type assignments,-17.11,-128.5,13.589301754386,2.2522,1.3753,1.575,1.26595501,0.89834914,0.14024574,0.41309318,3.55691265,0.00436,0.05747,Replaced any <DL limit values with NA
15605,PR Woodland,05/16/2022,6876:00:00,Grab,Stream,MED added artificial times and type assignments,-17.07,-128.2,31.5526046511628,3.276,1.8638,2.188,2.01192075,1.6374717,0.09281277,0.47719469,8.35946869,0.00516,0.0634,Replaced any <DL limit values with NA
15606,PR Hailstone,05/16/2022,6900:00:00,Grab,Stream,MED added artificial times and type assignments,-16.99,-127.8,38.1266110444178,6.4061,2.7285,2.843,3.50045292,2.15240975,0.05469961,0.82360896,10.3141405,0.00479,0.06188,Replaced any <DL limit values with NA
15617,PR Soapstone,05/19/2022,6924:00:00,Grab,Stream,MED added artificial times and type assignments,-16.88,-128.3,11.631703433923,2.0123,1.3216,1.507,1.17056419,0.78665648,0.14416333,0.41277647,3.01549316,0.00419,0.06759,Replaced any <DL limit values with NA
15618,PR Woodland,05/19/2022,6948:00:00,Grab,Stream,MED added artificial times and type assignments,-16.67,-127.8,28.5313636363636,2.5956,1.9271,2.156,1.57931691,1.42833049,0.09019424,0.48141768,7.70985902,0.00688,0.07167,Replaced any <DL limit values with NA
15619,PR Hailstone,05/19/2022,6972:00:00,Grab,Stream,MED added artificial times and type assignments,-16.77,-128.1,48.8,3.8547,2.7905,2.291,2.39726557,2.49170925,0.05587826,0.68730947,11.5407913,0.0054,0.07926,Replaced any <DL limit values with NA
15640,PR Soapstone,05/24/2022,6996:00:00,Grab,Stream,MED added artificial times and type assignments,-16.66,-127.9,18.3,1.9384,1.4878,1.661,1.31697341,1.16240147,0.11554761,0.37458281,4.98109509,0.00505,0.05375,Replaced any <DL limit values with NA
15641,PR Woodland,05/24/2022,7020:00:00,Grab,Stream,MED added artificial times and type assignments,-16.78,-127.8,42.7,2.8898,2.5128,2.546,1.9108884,2.03400901,0.07129469,0.4500746,10.7104606,0.00522,0.06093,Replaced any <DL limit values with NA
15642,PR Hailstone,05/24/2022,7044:00:00,Grab,Stream,MED added artificial times and type assignments,-16.64,-126.5,69.3670626598466,9.9988,3.5198,2.931,7.40769149,4.35227393,0.02947879,0.80979228,15.9358879,0.00744,0.08529,Replaced any <DL limit values with NA
